video_name,label,window_index,start_frame,end_frame,start_time,end_time
trial_truth_010,0,31,310,335,62.0,67.0
trial_truth_010,0,32,320,345,64.0,69.0
trial_truth_010,0,33,330,355,66.0,71.0
trial_truth_037,0,0,0,25,0.0,5.0
trial_truth_037,0,1,10,35,2.0,7.0
trial_truth_037,0,2,20,45,4.0,9.0
trial_truth_037,0,3,30,55,6.0,11.0
trial_truth_037,0,4,40,65,8.0,13.0
trial_truth_037,0,5,50,75,10.0,15.0
trial_truth_037,0,6,60,85,12.0,17.0
trial_truth_037,0,7,70,95,14.0,19.0
trial_truth_037,0,8,80,105,16.0,21.0
trial_truth_001,0,0,0,25,0.0,5.0
trial_truth_001,0,1,10,35,2.0,7.0
trial_truth_001,0,2,20,45,4.0,9.0
trial_truth_001,0,3,30,55,6.0,11.0
trial_truth_001,0,4,40,65,8.0,13.0
trial_truth_033,0,0,0,25,0.0,5.0
trial_truth_033,0,1,10,35,2.0,7.0
trial_truth_033,0,2,20,45,4.0,9.0
trial_truth_033,0,3,30,55,6.0,11.0
trial_truth_033,0,4,40,65,8.0,13.0
trial_truth_033,0,5,50,75,10.0,15.0
trial_truth_033,0,6,60,85,12.0,17.0
trial_truth_029,0,0,0,25,0.0,5.0
trial_truth_029,0,1,10,35,2.0,7.0
trial_truth_029,0,2,20,45,4.0,9.0
trial_truth_029,0,3,30,55,6.0,11.0
trial_lie_032,1,0,0,25,0.0,5.0
trial_lie_032,1,1,10,35,2.0,7.0
trial_lie_032,1,2,20,45,4.0,9.0
trial_lie_032,1,3,30,55,6.0,11.0
trial_lie_032,1,4,40,65,8.0,13.0
trial_lie_032,1,5,50,75,10.0,15.0
trial_lie_032,1,6,60,85,12.0,17.0
trial_lie_032,1,7,70,95,14.0,19.0
trial_lie_032,1,8,80,105,16.0,21.0
trial_lie_032,1,9,90,115,18.0,23.0
trial_lie_032,1,10,100,125,20.0,25.0
trial_lie_032,1,11,110,135,22.0,27.0
trial_lie_033,1,0,0,25,0.0,5.0
trial_lie_033,1,1,10,35,2.0,7.0
trial_lie_033,1,2,20,45,4.0,9.0
trial_lie_033,1,3,30,55,6.0,11.0
trial_lie_033,1,4,40,65,8.0,13.0
trial_lie_033,1,5,50,75,10.0,15.0
trial_lie_033,1,6,60,85,12.0,17.0
trial_lie_033,1,7,70,95,14.0,19.0
trial_lie_033,1,8,80,105,16.0,21.0
trial_lie_033,1,9,90,115,18.0,23.0
trial_lie_033,1,10,100,125,20.0,25.0
trial_lie_033,1,11,110,135,22.0,27.0
trial_lie_033,1,12,120,145,24.0,29.0
trial_lie_033,1,13,130,155,26.0,31.0
trial_lie_033,1,14,140,165,28.0,33.0
trial_lie_033,1,15,150,175,30.0,35.0
trial_lie_033,1,16,160,185,32.0,37.0
trial_lie_033,1,17,170,195,34.0,39.0
trial_lie_033,1,18,180,205,36.0,41.0
trial_lie_033,1,19,190,215,38.0,43.0
trial_lie_016,1,0,0,25,0.0,5.0
trial_lie_016,1,1,10,35,2.0,7.0
trial_lie_016,1,2,20,45,4.0,9.0
trial_lie_016,1,3,30,55,6.0,11.0
trial_lie_016,1,4,40,65,8.0,13.0
trial_lie_016,1,5,50,75,10.0,15.0
trial_lie_016,1,6,60,85,12.0,17.0
trial_lie_016,1,7,70,95,14.0,19.0
trial_lie_016,1,8,80,105,16.0,21.0
trial_lie_016,1,9,90,115,18.0,23.0
trial_lie_016,1,10,100,125,20.0,25.0
trial_lie_016,1,11,110,135,22.0,27.0
trial_lie_016,1,12,120,145,24.0,29.0
trial_lie_016,1,13,130,155,26.0,31.0
trial_lie_016,1,14,140,165,28.0,33.0
trial_lie_016,1,15,150,175,30.0,35.0
trial_lie_016,1,16,160,185,32.0,37.0
trial_lie_013,1,0,0,25,0.0,5.0
trial_lie_013,1,1,10,35,2.0,7.0
trial_lie_013,1,2,20,45,4.0,9.0
trial_lie_013,1,3,30,55,6.0,11.0
trial_lie_013,1,4,40,65,8.0,13.0
trial_lie_013,1,5,50,75,10.0,15.0
trial_lie_013,1,6,60,85,12.0,17.0
trial_truth_054,0,0,0,25,0.0,5.0
trial_truth_054,0,1,10,35,2.0,7.0
trial_truth_054,0,2,20,45,4.0,9.0
trial_truth_054,0,3,30,55,6.0,11.0
trial_truth_054,0,4,40,65,8.0,13.0
trial_truth_054,0,5,50,75,10.0,15.0
trial_truth_054,0,6,60,85,12.0,17.0
trial_truth_054,0,7,70,95,14.0,19.0
trial_truth_054,0,8,80,105,16.0,21.0
trial_truth_054,0,9,90,115,18.0,23.0
trial_truth_032,0,0,0,25,0.0,5.0
trial_truth_032,0,1,10,35,2.0,7.0
trial_truth_032,0,2,20,45,4.0,9.0
trial_truth_032,0,3,30,55,6.0,11.0
trial_truth_032,0,4,40,65,8.0,13.0
trial_truth_032,0,5,50,75,10.0,15.0
trial_truth_032,0,6,60,85,12.0,17.0
trial_truth_032,0,7,70,95,14.0,19.0
trial_truth_032,0,8,80,105,16.0,21.0
trial_truth_032,0,9,90,115,18.0,23.0
trial_truth_032,0,10,100,125,20.0,25.0
trial_truth_032,0,11,110,135,22.0,27.0
trial_truth_032,0,12,120,145,24.0,29.0
trial_truth_032,0,13,130,155,26.0,31.0
trial_truth_032,0,14,140,165,28.0,33.0
trial_truth_032,0,15,150,175,30.0,35.0
trial_truth_032,0,16,160,185,32.0,37.0
trial_lie_027,1,0,0,25,0.0,5.0
trial_lie_027,1,1,10,35,2.0,7.0
trial_lie_027,1,2,20,45,4.0,9.0
trial_lie_027,1,3,30,55,6.0,11.0
trial_lie_027,1,4,40,65,8.0,13.0
trial_lie_027,1,5,50,75,10.0,15.0
trial_lie_027,1,6,60,85,12.0,17.0
trial_lie_027,1,7,70,95,14.0,19.0
trial_lie_027,1,8,80,105,16.0,21.0
trial_lie_027,1,9,90,115,18.0,23.0
trial_lie_027,1,10,100,125,20.0,25.0
trial_lie_027,1,11,110,135,22.0,27.0
trial_truth_040,0,0,0,25,0.0,5.0
trial_truth_040,0,1,10,35,2.0,7.0
trial_truth_040,0,2,20,45,4.0,9.0
trial_truth_040,0,3,30,55,6.0,11.0
trial_truth_040,0,4,40,65,8.0,13.0
trial_truth_040,0,5,50,75,10.0,15.0
trial_truth_040,0,6,60,85,12.0,17.0
trial_truth_040,0,7,70,95,14.0,19.0
trial_truth_040,0,8,80,105,16.0,21.0
trial_truth_040,0,9,90,115,18.0,23.0
trial_truth_040,0,10,100,125,20.0,25.0
trial_truth_040,0,11,110,135,22.0,27.0
trial_truth_040,0,12,120,145,24.0,29.0
trial_truth_040,0,13,130,155,26.0,31.0
trial_lie_012,1,0,0,25,0.0,5.0
trial_lie_012,1,1,10,35,2.0,7.0
trial_truth_012,0,0,0,25,0.0,5.0
trial_truth_012,0,1,10,35,2.0,7.0
trial_truth_012,0,2,20,45,4.0,9.0
trial_truth_012,0,3,30,55,6.0,11.0
trial_truth_012,0,4,40,65,8.0,13.0
trial_truth_012,0,5,50,75,10.0,15.0
trial_truth_012,0,6,60,85,12.0,17.0
trial_truth_012,0,7,70,95,14.0,19.0
trial_truth_012,0,8,80,105,16.0,21.0
trial_truth_012,0,9,90,115,18.0,23.0
trial_truth_012,0,10,100,125,20.0,25.0
trial_truth_012,0,11,110,135,22.0,27.0
trial_truth_035,0,0,0,25,0.0,5.0
trial_truth_035,0,1,10,35,2.0,7.0
trial_truth_035,0,2,20,45,4.0,9.0
trial_truth_035,0,3,30,55,6.0,11.0
trial_truth_035,0,4,40,65,8.0,13.0
trial_truth_035,0,5,50,75,10.0,15.0
trial_truth_035,0,6,60,85,12.0,17.0
trial_truth_035,0,7,70,95,14.0,19.0
trial_truth_035,0,8,80,105,16.0,21.0
trial_truth_035,0,9,90,115,18.0,23.0
trial_truth_035,0,10,100,125,20.0,25.0
trial_truth_035,0,11,110,135,22.0,27.0
trial_truth_035,0,12,120,145,24.0,29.0
trial_truth_004,0,0,0,25,0.0,5.0
trial_truth_004,0,1,10,35,2.0,7.0
trial_truth_004,0,2,20,45,4.0,9.0
trial_truth_004,0,3,30,55,6.0,11.0
trial_truth_004,0,4,40,65,8.0,13.0
trial_truth_004,0,5,50,75,10.0,15.0
trial_truth_004,0,6,60,85,12.0,17.0
trial_truth_004,0,7,70,95,14.0,19.0
trial_truth_004,0,8,80,105,16.0,21.0
trial_truth_004,0,9,90,115,18.0,23.0
trial_truth_004,0,10,100,125,20.0,25.0
trial_truth_004,0,11,110,135,22.0,27.0
trial_truth_004,0,12,120,145,24.0,29.0
trial_truth_004,0,13,130,155,26.0,31.0
trial_truth_004,0,14,140,165,28.0,33.0
trial_truth_004,0,15,150,175,30.0,35.0
trial_truth_004,0,16,160,185,32.0,37.0
trial_truth_004,0,17,170,195,34.0,39.0
trial_truth_004,0,18,180,205,36.0,41.0
trial_truth_004,0,19,190,215,38.0,43.0
trial_truth_004,0,20,200,225,40.0,45.0
trial_truth_004,0,21,210,235,42.0,47.0
trial_truth_004,0,22,220,245,44.0,49.0
trial_truth_004,0,23,230,255,46.0,51.0
trial_truth_004,0,24,240,265,48.0,53.0
trial_truth_004,0,25,250,275,50.0,55.0
trial_truth_004,0,26,260,285,52.0,57.0
trial_truth_004,0,27,270,295,54.0,59.0
trial_truth_004,0,28,280,305,56.0,61.0
trial_lie_037,1,0,0,25,0.0,5.0
trial_lie_037,1,1,10,35,2.0,7.0
trial_lie_037,1,2,20,45,4.0,9.0
trial_lie_037,1,3,30,55,6.0,11.0
trial_lie_037,1,4,40,65,8.0,13.0
trial_lie_037,1,5,50,75,10.0,15.0
trial_lie_037,1,6,60,85,12.0,17.0
trial_lie_037,1,7,70,95,14.0,19.0
trial_lie_037,1,8,80,105,16.0,21.0
trial_lie_037,1,9,90,115,18.0,23.0
trial_lie_037,1,10,100,125,20.0,25.0
trial_lie_037,1,11,110,135,22.0,27.0
trial_lie_058,1,0,0,25,0.0,5.0
trial_lie_058,1,1,10,35,2.0,7.0
trial_lie_058,1,2,20,45,4.0,9.0
trial_lie_058,1,3,30,55,6.0,11.0
trial_lie_058,1,4,40,65,8.0,13.0
trial_lie_058,1,5,50,75,10.0,15.0
trial_lie_058,1,6,60,85,12.0,17.0
trial_lie_058,1,7,70,95,14.0,19.0
trial_lie_058,1,8,80,105,16.0,21.0
trial_truth_030,0,0,0,25,0.0,5.0
trial_truth_030,0,1,10,35,2.0,7.0
trial_truth_030,0,2,20,45,4.0,9.0
trial_truth_030,0,3,30,55,6.0,11.0
trial_truth_030,0,4,40,65,8.0,13.0
trial_truth_030,0,5,50,75,10.0,15.0
trial_truth_030,0,6,60,85,12.0,17.0
trial_truth_030,0,7,70,95,14.0,19.0
trial_truth_030,0,8,80,105,16.0,21.0
trial_truth_030,0,9,90,115,18.0,23.0
trial_truth_030,0,10,100,125,20.0,25.0
trial_truth_030,0,11,110,135,22.0,27.0
trial_truth_030,0,12,120,145,24.0,29.0
trial_truth_030,0,13,130,155,26.0,31.0
trial_truth_030,0,14,140,165,28.0,33.0
trial_truth_030,0,15,150,175,30.0,35.0
trial_truth_030,0,16,160,185,32.0,37.0
trial_truth_030,0,17,170,195,34.0,39.0
trial_truth_030,0,18,180,205,36.0,41.0
trial_truth_030,0,19,190,215,38.0,43.0
trial_truth_030,0,20,200,225,40.0,45.0
trial_truth_030,0,21,210,235,42.0,47.0
trial_truth_030,0,22,220,245,44.0,49.0
trial_truth_030,0,23,230,255,46.0,51.0
trial_truth_030,0,24,240,265,48.0,53.0
trial_truth_030,0,25,250,275,50.0,55.0
trial_truth_027,0,0,0,25,0.0,5.0
trial_truth_027,0,1,10,35,2.0,7.0
trial_truth_027,0,2,20,45,4.0,9.0
trial_truth_027,0,3,30,55,6.0,11.0
trial_truth_027,0,4,40,65,8.0,13.0
trial_truth_027,0,5,50,75,10.0,15.0
trial_truth_027,0,6,60,85,12.0,17.0
trial_truth_027,0,7,70,95,14.0,19.0
trial_truth_027,0,8,80,105,16.0,21.0
trial_truth_027,0,9,90,115,18.0,23.0
trial_truth_027,0,10,100,125,20.0,25.0
trial_truth_027,0,11,110,135,22.0,27.0
trial_lie_043,1,0,0,25,0.0,5.0
trial_lie_043,1,1,10,35,2.0,7.0
trial_lie_043,1,2,20,45,4.0,9.0
trial_lie_043,1,3,30,55,6.0,11.0
